FIPS,County,State,Condition,Urban/Rural,Total,Total No. of Beneficiaries,White,No. of Beneficiaries Who are White,Black,No. of Beneficiaries Who are Black,Asian/Pacific Islander,No. of Beneficiaries Who are Asian/Pacific Islander,Hispanic,No. of Beneficiaries Who are Hispanic,American Indian/Alaska Native,No. of Beneficiaries Who are American Indian/Alaska Native,Other,No. of Beneficiaries Who are in Other Ethic Groups
32027,PERSHING,NV,Hypertension,Rural,50,[500-999],49,[500-999],*,*,*,*,47,[11-499],63,[11-499],*,*
32029,STOREY,NV,Hypertension,Urban,40,[11-499],39,[11-499],*,*,*,*,*,*,*,*,*,*
32031,WASHOE,NV,Hypertension,Urban,48,"[10,000+]",48,"[10,000+]",55,"[1,000-4,999]",49,"[1,000-4,999]",46,"[1,000-4,999]",40,[500-999],49,[500-999]
32033,WHITE PINE,NV,Hypertension,Rural,46,"[1,000-4,999]",46,"[1,000-4,999]",*,*,36,[11-499],51,[11-499],58,[11-499],*,*
32510,CARSON CITY,NV,Hypertension,Urban,52,"[10,000+]",52,"[10,000+]",53,[11-499],45,[11-499],49,[500-999],53,[11-499],41,[11-499]
33001,BELKNAP,NH,Hypertension,Rural,48,"[10,000+]",48,"[10,000+]",31,[11-499],44,[11-499],42,[11-499],*,*,40,[11-499]
33003,CARROLL,NH,Hypertension,Rural,50,"[10,000+]",50,"[10,000+]",56,[11-499],38,[11-499],37,[11-499],*,*,58,[11-499]
33005,CHESHIRE,NH,Hypertension,Rural,44,"[10,000+]",44,"[10,000+]",41,[11-499],33,[11-499],35,[11-499],*,*,45,[11-499]
33007,COOS,NH,Hypertension,Rural,52,"[5,000-9,999]",52,"[5,000-9,999]",45,[11-499],45,[11-499],43,[11-499],*,*,56,[11-499]
33009,GRAFTON,NH,Hypertension,Rural,44,"[10,000+]",45,"[10,000+]",37,[11-499],34,[11-499],34,[11-499],*,*,30,[11-499]
33011,HILLSBOROUGH,NH,Hypertension,Urban,52,"[10,000+]",52,"[10,000+]",53,[500-999],48,[500-999],45,"[1,000-4,999]",36,[11-499],49,[11-499]
33013,MERRIMACK,NH,Hypertension,Rural,47,"[10,000+]",47,"[10,000+]",44,[11-499],39,[11-499],36,[11-499],0,[11-499],50,[11-499]
33015,ROCKINGHAM,NH,Hypertension,Urban,54,"[10,000+]",54,"[10,000+]",50,[11-499],45,[11-499],45,[11-499],50,[11-499],54,[11-499]
33017,STRAFFORD,NH,Hypertension,Urban,53,"[10,000+]",53,"[10,000+]",51,[11-499],42,[11-499],44,[11-499],55,[11-499],44,[11-499]
33019,SULLIVAN,NH,Hypertension,Rural,44,"[5,000-9,999]",44,"[5,000-9,999]",33,[11-499],37,[11-499],40,[11-499],*,*,38,[11-499]
34001,ATLANTIC,NJ,Hypertension,Urban,65,"[10,000+]",65,"[10,000+]",69,"[1,000-4,999]",56,"[1,000-4,999]",61,"[1,000-4,999]",64,[11-499],61,[11-499]
34003,BERGEN,NJ,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",66,"[1,000-4,999]",62,"[5,000-9,999]",58,"[5,000-9,999]",63,[11-499],60,"[1,000-4,999]"
34005,BURLINGTON,NJ,Hypertension,Urban,63,"[10,000+]",63,"[10,000+]",66,"[5,000-9,999]",58,"[1,000-4,999]",56,"[1,000-4,999]",50,[11-499],63,[500-999]
34007,CAMDEN,NJ,Hypertension,Urban,62,"[10,000+]",61,"[10,000+]",66,"[5,000-9,999]",59,"[1,000-4,999]",60,"[1,000-4,999]",65,[11-499],64,[11-499]
34009,CAPE MAY,NJ,Hypertension,Urban,60,"[10,000+]",60,"[10,000+]",70,[500-999],55,[11-499],52,[11-499],*,*,65,[11-499]
34011,CUMBERLAND,NJ,Hypertension,Urban,63,"[10,000+]",63,"[10,000+]",65,"[1,000-4,999]",58,[11-499],59,"[1,000-4,999]",61,[11-499],60,[11-499]
34013,ESSEX,NJ,Hypertension,Urban,63,"[10,000+]",61,"[10,000+]",68,"[10,000+]",56,"[1,000-4,999]",58,"[5,000-9,999]",59,[11-499],60,[500-999]
34015,GLOUCESTER,NJ,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",64,"[1,000-4,999]",55,[11-499],56,[500-999],64,[11-499],64,[11-499]
34017,HUDSON,NJ,Hypertension,Urban,63,"[10,000+]",61,"[10,000+]",66,"[1,000-4,999]",63,"[1,000-4,999]",65,"[10,000+]",62,[11-499],65,[500-999]
34019,HUNTERDON,NJ,Hypertension,Urban,54,"[10,000+]",54,"[10,000+]",60,[11-499],52,[11-499],53,[11-499],*,*,51,[11-499]
34021,MERCER,NJ,Hypertension,Urban,63,"[10,000+]",62,"[10,000+]",68,"[5,000-9,999]",59,"[1,000-4,999]",59,"[1,000-4,999]",*,*,62,[11-499]
34023,MIDDLESEX,NJ,Hypertension,Urban,65,"[10,000+]",65,"[10,000+]",68,"[5,000-9,999]",66,"[5,000-9,999]",59,"[5,000-9,999]",60,[11-499],66,"[1,000-4,999]"
34025,MONMOUTH,NJ,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",70,"[5,000-9,999]",57,"[1,000-4,999]",59,"[1,000-4,999]",57,[11-499],63,[500-999]
34027,MORRIS,NJ,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",66,"[1,000-4,999]",60,"[1,000-4,999]",56,"[1,000-4,999]",*,*,59,[500-999]
34029,OCEAN,NJ,Hypertension,Urban,69,"[10,000+]",69,"[10,000+]",70,"[1,000-4,999]",64,[500-999],64,"[1,000-4,999]",71,[11-499],70,[500-999]
34031,PASSAIC,NJ,Hypertension,Urban,64,"[10,000+]",64,"[10,000+]",68,"[1,000-4,999]",60,"[1,000-4,999]",60,"[5,000-9,999]",86,[11-499],58,[11-499]
34033,SALEM,NJ,Hypertension,Urban,63,"[10,000+]",63,"[5,000-9,999]",68,"[1,000-4,999]",49,[11-499],52,[11-499],*,*,64,[11-499]
34035,SOMERSET,NJ,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",65,"[1,000-4,999]",60,"[1,000-4,999]",53,"[1,000-4,999]",*,*,62,[500-999]
34037,SUSSEX,NJ,Hypertension,Urban,58,"[10,000+]",58,"[10,000+]",61,[11-499],52,[11-499],52,[500-999],*,*,61,[11-499]
34039,UNION,NJ,Hypertension,Urban,62,"[10,000+]",61,"[10,000+]",68,"[5,000-9,999]",59,"[1,000-4,999]",58,"[5,000-9,999]",56,[11-499],57,[11-499]
34041,WARREN,NJ,Hypertension,Urban,63,"[10,000+]",63,"[10,000+]",63,[11-499],63,[11-499],54,[11-499],*,*,52,[11-499]
34990,STATEWIDE,NJ,Hypertension,Rural,67,[11-499],64,[11-499],*,*,*,*,*,*,*,*,*,*
35001,BERNALILLO,NM,Hypertension,Urban,41,"[10,000+]",41,"[10,000+]",47,"[1,000-4,999]",45,[500-999],39,"[10,000+]",43,"[1,000-4,999]",37,[11-499]
35003,CATRON,NM,Hypertension,Rural,36,"[1,000-4,999]",35,[500-999],*,*,*,*,43,[11-499],*,*,*,*
35005,CHAVES,NM,Hypertension,Rural,63,"[5,000-9,999]",64,"[5,000-9,999]",75,[11-499],61,[11-499],61,"[1,000-4,999]",73,[11-499],58,[11-499]
35006,CIBOLA,NM,Hypertension,Rural,48,"[1,000-4,999]",44,[500-999],54,[11-499],*,*,43,[500-999],54,[500-999],24,[11-499]
35007,COLFAX,NM,Hypertension,Rural,55,"[1,000-4,999]",52,"[1,000-4,999]",*,*,*,*,59,[500-999],45,[11-499],*,*
35009,CURRY,NM,Hypertension,Rural,64,"[5,000-9,999]",65,"[1,000-4,999]",71,[11-499],75,[11-499],59,"[1,000-4,999]",78,[11-499],62,[11-499]
35011,DE BACA,NM,Hypertension,Rural,54,[11-499],53,[11-499],*,*,*,*,55,[11-499],*,*,*,*
35013,DONA ANA,NM,Hypertension,Urban,56,"[10,000+]",57,"[10,000+]",56,[11-499],47,[11-499],55,"[5,000-9,999]",49,[11-499],34,[11-499]
35015,EDDY,NM,Hypertension,Rural,59,"[5,000-9,999]",59,"[5,000-9,999]",59,[11-499],50,[11-499],58,"[1,000-4,999]",63,[11-499],57,[11-499]
35017,GRANT,NM,Hypertension,Rural,45,"[5,000-9,999]",42,"[1,000-4,999]",40,[11-499],42,[11-499],51,"[1,000-4,999]",62,[11-499],59,[11-499]
35019,GUADALUPE,NM,Hypertension,Rural,56,[500-999],52,[11-499],*,*,*,*,57,[500-999],*,*,*,*
35021,HARDING,NM,Hypertension,Rural,56,[11-499],57,[11-499],*,*,*,*,56,[11-499],*,*,*,*
35023,HIDALGO,NM,Hypertension,Rural,45,[500-999],41,[11-499],*,*,*,*,51,[11-499],*,*,*,*
35025,LEA,NM,Hypertension,Rural,62,"[5,000-9,999]",62,"[5,000-9,999]",67,[11-499],68,[11-499],60,"[1,000-4,999]",69,[11-499],69,[11-499]
35027,LINCOLN,NM,Hypertension,Rural,42,"[1,000-4,999]",41,"[1,000-4,999]",43,[11-499],*,*,44,[500-999],35,[11-499],37,[11-499]
35028,LOS ALAMOS,NM,Hypertension,Rural,48,"[1,000-4,999]",49,"[1,000-4,999]",*,*,25,[11-499],47,[11-499],*,*,59,[11-499]
35029,LUNA,NM,Hypertension,Rural,49,"[1,000-4,999]",51,"[1,000-4,999]",43,[11-499],50,[11-499],47,"[1,000-4,999]",42,[11-499],58,[11-499]
35031,MCKINLEY,NM,Hypertension,Rural,50,"[5,000-9,999]",47,"[1,000-4,999]",61,[11-499],47,[11-499],56,[500-999],51,"[5,000-9,999]",18,[11-499]
35033,MORA,NM,Hypertension,Rural,42,"[1,000-4,999]",38,[11-499],*,*,*,*,44,[500-999],*,*,*,*
35035,OTERO,NM,Hypertension,Rural,54,"[5,000-9,999]",54,"[5,000-9,999]",63,[11-499],55,[11-499],53,"[1,000-4,999]",50,[11-499],54,[11-499]
35037,QUAY,NM,Hypertension,Rural,58,"[1,000-4,999]",59,"[1,000-4,999]",50,[11-499],82,[11-499],57,[500-999],*,*,67,[11-499]
35039,RIO ARRIBA,NM,Hypertension,Rural,44,"[5,000-9,999]",39,"[1,000-4,999]",43,[11-499],*,*,46,"[1,000-4,999]",46,[500-999],44,[11-499]
35041,ROOSEVELT,NM,Hypertension,Rural,57,"[1,000-4,999]",56,"[1,000-4,999]",56,[11-499],*,*,59,[500-999],*,*,50,[11-499]
35043,SANDOVAL,NM,Hypertension,Urban,44,"[5,000-9,999]",43,"[5,000-9,999]",48,[11-499],48,[11-499],40,"[1,000-4,999]",54,"[1,000-4,999]",29,[11-499]
35045,SAN JUAN,NM,Hypertension,Urban,49,"[10,000+]",49,"[10,000+]",60,[11-499],45,[11-499],46,"[1,000-4,999]",52,"[1,000-4,999]",27,[11-499]
35047,SAN MIGUEL,NM,Hypertension,Rural,46,"[1,000-4,999]",42,"[1,000-4,999]",40,[11-499],29,[11-499],48,"[1,000-4,999]",33,[11-499],25,[11-499]
35049,SANTA FE,NM,Hypertension,Urban,37,"[10,000+]",36,"[10,000+]",44,[11-499],34,[11-499],42,"[5,000-9,999]",39,[11-499],28,[11-499]
35051,SIERRA,NM,Hypertension,Rural,44,"[1,000-4,999]",43,"[1,000-4,999]",46,[11-499],25,[11-499],51,[11-499],31,[11-499],58,[11-499]
35053,SOCORRO,NM,Hypertension,Rural,42,"[1,000-4,999]",40,"[1,000-4,999]",*,*,*,*,44,[500-999],38,[11-499],45,[11-499]
35055,TAOS,NM,Hypertension,Rural,38,"[5,000-9,999]",34,"[1,000-4,999]",50,[11-499],25,[11-499],43,"[1,000-4,999]",39,[11-499],26,[11-499]
35057,TORRANCE,NM,Hypertension,Urban,38,"[1,000-4,999]",37,[500-999],23,[11-499],*,*,40,[11-499],40,[11-499],*,*
35059,UNION,NM,Hypertension,Rural,47,[500-999],47,[500-999],*,*,*,*,46,[11-499],*,*,*,*
35061,VALENCIA,NM,Hypertension,Urban,44,"[5,000-9,999]",45,"[1,000-4,999]",53,[11-499],42,[11-499],41,"[1,000-4,999]",50,[11-499],42,[11-499]
36001,ALBANY,NY,Hypertension,Urban,56,"[10,000+]",56,"[10,000+]",58,"[1,000-4,999]",56,[11-499],47,[500-999],39,[11-499],58,[11-499]
36003,ALLEGANY,NY,Hypertension,Rural,61,"[5,000-9,999]",61,"[5,000-9,999]",61,[11-499],73,[11-499],60,[11-499],*,*,65,[11-499]
36005,BRONX,NY,Hypertension,Urban,58,"[10,000+]",57,"[10,000+]",60,"[10,000+]",61,"[1,000-4,999]",55,"[10,000+]",60,[11-499],59,[500-999]
36007,BROOME,NY,Hypertension,Urban,57,"[10,000+]",58,"[10,000+]",53,[500-999],48,[11-499],49,[11-499],36,[11-499],49,[11-499]
36009,CATTARAUGUS,NY,Hypertension,Rural,60,"[5,000-9,999]",60,"[5,000-9,999]",74,[11-499],65,[11-499],49,[11-499],57,[11-499],67,[11-499]
36011,CAYUGA,NY,Hypertension,Rural,63,"[5,000-9,999]",63,"[5,000-9,999]",60,[11-499],58,[11-499],45,[11-499],58,[11-499],67,[11-499]
36013,CHAUTAUQUA,NY,Hypertension,Rural,60,"[10,000+]",61,"[10,000+]",63,[11-499],59,[11-499],55,[500-999],59,[11-499],60,[11-499]
36015,CHEMUNG,NY,Hypertension,Urban,59,"[10,000+]",59,"[5,000-9,999]",61,[11-499],51,[11-499],52,[11-499],*,*,42,[11-499]
36017,CHENANGO,NY,Hypertension,Rural,55,"[5,000-9,999]",55,"[5,000-9,999]",51,[11-499],60,[11-499],50,[11-499],*,*,42,[11-499]
36019,CLINTON,NY,Hypertension,Rural,57,"[10,000+]",57,"[10,000+]",49,[11-499],57,[11-499],47,[11-499],31,[11-499],46,[11-499]
36021,COLUMBIA,NY,Hypertension,Rural,55,"[5,000-9,999]",55,"[5,000-9,999]",62,[11-499],50,[11-499],51,[11-499],*,*,54,[11-499]
36023,CORTLAND,NY,Hypertension,Rural,58,"[5,000-9,999]",58,"[5,000-9,999]",63,[11-499],55,[11-499],50,[11-499],*,*,43,[11-499]
36025,DELAWARE,NY,Hypertension,Rural,55,"[5,000-9,999]",55,"[5,000-9,999]",52,[11-499],39,[11-499],60,[11-499],*,*,50,[11-499]
36027,DUTCHESS,NY,Hypertension,Urban,58,"[10,000+]",58,"[10,000+]",65,"[1,000-4,999]",55,[500-999],52,"[1,000-4,999]",46,[11-499],58,[11-499]
36029,ERIE,NY,Hypertension,Urban,56,"[10,000+]",55,"[10,000+]",61,"[5,000-9,999]",56,[500-999],51,"[1,000-4,999]",54,[11-499],52,[11-499]
36031,ESSEX,NY,Hypertension,Rural,49,"[5,000-9,999]",49,"[5,000-9,999]",45,[11-499],23,[11-499],31,[11-499],*,*,53,[11-499]
36033,FRANKLIN,NY,Hypertension,Rural,61,"[5,000-9,999]",63,"[5,000-9,999]",47,[11-499],38,[11-499],40,[11-499],43,[11-499],45,[11-499]
36035,FULTON,NY,Hypertension,Rural,57,"[5,000-9,999]",57,"[1,000-4,999]",54,[11-499],59,[11-499],47,[11-499],*,*,66,[11-499]
36037,GENESEE,NY,Hypertension,Rural,57,"[1,000-4,999]",57,"[1,000-4,999]",62,[11-499],55,[11-499],41,[11-499],58,[11-499],62,[11-499]
36039,GREENE,NY,Hypertension,Rural,54,"[5,000-9,999]",54,"[5,000-9,999]",65,[11-499],52,[11-499],41,[11-499],*,*,57,[11-499]
36041,HAMILTON,NY,Hypertension,Rural,55,[500-999],54,[500-999],*,*,*,*,*,*,*,*,*,*
36043,HERKIMER,NY,Hypertension,Urban,58,"[5,000-9,999]",58,"[5,000-9,999]",63,[11-499],50,[11-499],48,[11-499],*,*,54,[11-499]
36045,JEFFERSON,NY,Hypertension,Rural,63,"[10,000+]",63,"[10,000+]",57,[11-499],49,[11-499],47,[11-499],83,[11-499],76,[11-499]
36047,KINGS,NY,Hypertension,Urban,64,"[10,000+]",65,"[10,000+]",61,"[10,000+]",68,"[5,000-9,999]",58,"[10,000+]",61,[11-499],72,"[1,000-4,999]"
36049,LEWIS,NY,Hypertension,Rural,63,"[1,000-4,999]",63,"[1,000-4,999]",*,*,*,*,50,[11-499],*,*,69,[11-499]
36051,LIVINGSTON,NY,Hypertension,Urban,58,"[1,000-4,999]",58,"[1,000-4,999]",66,[11-499],30,[11-499],43,[11-499],*,*,35,[11-499]
36053,MADISON,NY,Hypertension,Urban,57,"[5,000-9,999]",57,"[5,000-9,999]",57,[11-499],54,[11-499],43,[11-499],36,[11-499],52,[11-499]
36055,MONROE,NY,Hypertension,Urban,53,"[10,000+]",53,"[10,000+]",57,"[5,000-9,999]",52,[500-999],50,"[1,000-4,999]",53,[11-499],53,[11-499]
36057,MONTGOMERY,NY,Hypertension,Rural,58,"[5,000-9,999]",58,"[1,000-4,999]",53,[11-499],46,[11-499],63,[11-499],*,*,47,[11-499]
36059,NASSAU,NY,Hypertension,Urban,60,"[10,000+]",60,"[10,000+]",65,"[10,000+]",59,"[5,000-9,999]",55,"[5,000-9,999]",52,[11-499],61,"[1,000-4,999]"
36061,NEW YORK,NY,Hypertension,Urban,47,"[10,000+]",43,"[10,000+]",57,"[10,000+]",58,"[5,000-9,999]",54,"[10,000+]",53,[11-499],49,"[1,000-4,999]"
36063,NIAGARA,NY,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",64,"[1,000-4,999]",55,[11-499],48,[11-499],48,[11-499],49,[11-499]
36065,ONEIDA,NY,Hypertension,Urban,59,"[10,000+]",60,"[10,000+]",60,[500-999],57,[11-499],52,[500-999],23,[11-499],56,[11-499]
36067,ONONDAGA,NY,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",58,"[1,000-4,999]",57,[500-999],49,[500-999],55,[11-499],58,[11-499]
36069,ONTARIO,NY,Hypertension,Urban,53,"[5,000-9,999]",53,"[5,000-9,999]",53,[11-499],54,[11-499],48,[11-499],*,*,52,[11-499]
36071,ORANGE,NY,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",65,"[1,000-4,999]",54,[500-999],58,"[1,000-4,999]",54,[11-499],64,[11-499]
36073,ORLEANS,NY,Hypertension,Urban,58,"[1,000-4,999]",58,"[1,000-4,999]",60,[11-499],46,[11-499],64,[11-499],*,*,45,[11-499]
36075,OSWEGO,NY,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",52,[11-499],60,[11-499],53,[11-499],36,[11-499],59,[11-499]
36077,OTSEGO,NY,Hypertension,Rural,49,"[5,000-9,999]",50,"[5,000-9,999]",44,[11-499],38,[11-499],40,[11-499],*,*,49,[11-499]
36079,PUTNAM,NY,Hypertension,Urban,55,"[10,000+]",55,"[10,000+]",52,[11-499],48,[11-499],53,[500-999],*,*,47,[11-499]
36081,QUEENS,NY,Hypertension,Urban,60,"[10,000+]",61,"[10,000+]",62,"[10,000+]",63,"[10,000+]",53,"[10,000+]",69,[11-499],65,"[1,000-4,999]"
36083,RENSSELAER,NY,Hypertension,Urban,56,"[10,000+]",56,"[10,000+]",58,[500-999],50,[11-499],50,[11-499],*,*,58,[11-499]
36085,RICHMOND,NY,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",57,"[1,000-4,999]",59,"[1,000-4,999]",54,"[1,000-4,999]",53,[11-499],63,[500-999]
36087,ROCKLAND,NY,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",66,"[1,000-4,999]",61,"[1,000-4,999]",57,"[1,000-4,999]",52,[11-499],63,[500-999]
36089,ST. LAWRENCE,NY,Hypertension,Rural,61,"[10,000+]",61,"[10,000+]",48,[11-499],59,[11-499],56,[11-499],50,[11-499],53,[11-499]
36091,SARATOGA,NY,Hypertension,Urban,56,"[10,000+]",56,"[10,000+]",63,[11-499],53,[11-499],47,[11-499],*,*,61,[11-499]
36093,SCHENECTADY,NY,Hypertension,Urban,55,"[10,000+]",56,"[10,000+]",52,[500-999],54,[11-499],46,[11-499],52,[11-499],57,[11-499]
36095,SCHOHARIE,NY,Hypertension,Urban,53,"[1,000-4,999]",53,"[1,000-4,999]",47,[11-499],55,[11-499],55,[11-499],*,*,66,[11-499]
36097,SCHUYLER,NY,Hypertension,Rural,56,"[1,000-4,999]",56,"[1,000-4,999]",58,[11-499],*,*,*,*,*,*,*,*
36099,SENECA,NY,Hypertension,Rural,60,"[1,000-4,999]",60,"[1,000-4,999]",67,[11-499],62,[11-499],60,[11-499],*,*,61,[11-499]
36101,STEUBEN,NY,Hypertension,Rural,56,"[10,000+]",56,"[10,000+]",51,[11-499],44,[11-499],55,[11-499],*,*,58,[11-499]
36103,SUFFOLK,NY,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",65,"[5,000-9,999]",58,"[1,000-4,999]",57,"[10,000+]",59,[11-499],62,"[1,000-4,999]"
36105,SULLIVAN,NY,Hypertension,Rural,58,"[10,000+]",58,"[10,000+]",60,[500-999],46,[11-499],56,[500-999],*,*,71,[11-499]
36107,TIOGA,NY,Hypertension,Urban,55,"[5,000-9,999]",55,"[5,000-9,999]",60,[11-499],61,[11-499],50,[11-499],*,*,44,[11-499]
36109,TOMPKINS,NY,Hypertension,Urban,48,"[5,000-9,999]",48,"[5,000-9,999]",58,[11-499],47,[11-499],40,[11-499],*,*,44,[11-499]
36111,ULSTER,NY,Hypertension,Urban,54,"[10,000+]",54,"[10,000+]",61,[500-999],48,[11-499],53,[500-999],52,[11-499],57,[11-499]
36113,WARREN,NY,Hypertension,Urban,53,"[5,000-9,999]",53,"[5,000-9,999]",54,[11-499],57,[11-499],49,[11-499],*,*,49,[11-499]
36115,WASHINGTON,NY,Hypertension,Urban,53,"[5,000-9,999]",53,"[5,000-9,999]",55,[11-499],32,[11-499],44,[11-499],*,*,53,[11-499]
36117,WAYNE,NY,Hypertension,Urban,54,"[5,000-9,999]",54,"[5,000-9,999]",58,[11-499],46,[11-499],47,[11-499],42,[11-499],46,[11-499]
36119,WESTCHESTER,NY,Hypertension,Urban,55,"[10,000+]",55,"[10,000+]",64,"[10,000+]",53,"[1,000-4,999]",53,"[5,000-9,999]",61,[11-499],52,"[1,000-4,999]"
36121,WYOMING,NY,Hypertension,Rural,56,"[1,000-4,999]",56,"[1,000-4,999]",*,*,*,*,47,[11-499],*,*,52,[11-499]
36123,YATES,NY,Hypertension,Rural,57,"[1,000-4,999]",57,"[1,000-4,999]",91,[11-499],*,*,42,[11-499],*,*,62,[11-499]
37001,ALAMANCE,NC,Hypertension,Urban,60,"[10,000+]",60,"[10,000+]",62,"[1,000-4,999]",55,[11-499],45,[11-499],*,*,56,[11-499]
37003,ALEXANDER,NC,Hypertension,Urban,63,"[1,000-4,999]",62,"[1,000-4,999]",72,[11-499],52,[11-499],55,[11-499],*,*,*,*
37005,ALLEGHANY,NC,Hypertension,Rural,58,"[1,000-4,999]",58,"[1,000-4,999]",57,[11-499],*,*,42,[11-499],*,*,*,*
37007,ANSON,NC,Hypertension,Urban,67,"[1,000-4,999]",65,"[1,000-4,999]",71,"[1,000-4,999]",62,[11-499],*,*,*,*,58,[11-499]
37009,ASHE,NC,Hypertension,Rural,60,"[5,000-9,999]",60,"[5,000-9,999]",55,[11-499],*,*,51,[11-499],*,*,*,*
37011,AVERY,NC,Hypertension,Rural,54,"[1,000-4,999]",54,"[1,000-4,999]",*,*,*,*,50,[11-499],*,*,*,*
37013,BEAUFORT,NC,Hypertension,Rural,63,"[5,000-9,999]",61,"[5,000-9,999]",71,"[1,000-4,999]",69,[11-499],38,[11-499],*,*,62,[11-499]
37015,BERTIE,NC,Hypertension,Rural,69,"[1,000-4,999]",63,"[1,000-4,999]",73,"[1,000-4,999]",*,*,*,*,*,*,*,*
37017,BLADEN,NC,Hypertension,Rural,69,"[1,000-4,999]",65,"[1,000-4,999]",77,"[1,000-4,999]",*,*,51,[11-499],63,[11-499],70,[11-499]
37019,BRUNSWICK,NC,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",73,"[1,000-4,999]",56,[11-499],60,[11-499],57,[11-499],56,[11-499]
37021,BUNCOMBE,NC,Hypertension,Urban,49,"[10,000+]",49,"[10,000+]",60,"[1,000-4,999]",47,[11-499],39,[11-499],55,[11-499],52,[11-499]
37023,BURKE,NC,Hypertension,Urban,60,"[10,000+]",60,"[5,000-9,999]",63,[500-999],52,[11-499],59,[11-499],73,[11-499],58,[11-499]
37025,CABARRUS,NC,Hypertension,Urban,57,"[10,000+]",57,"[10,000+]",63,"[1,000-4,999]",49,[11-499],50,[11-499],64,[11-499],51,[11-499]
37027,CALDWELL,NC,Hypertension,Urban,61,"[5,000-9,999]",61,"[5,000-9,999]",67,[11-499],73,[11-499],52,[11-499],*,*,48,[11-499]
37029,CAMDEN,NC,Hypertension,Rural,70,"[1,000-4,999]",70,"[1,000-4,999]",75,[11-499],*,*,82,[11-499],*,*,*,*
37031,CARTERET,NC,Hypertension,Rural,58,"[10,000+]",58,"[10,000+]",68,[500-999],53,[11-499],45,[11-499],0,[11-499],48,[11-499]
37033,CASWELL,NC,Hypertension,Rural,63,"[1,000-4,999]",61,"[1,000-4,999]",68,[500-999],*,*,*,*,*,*,*,*
37035,CATAWBA,NC,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",64,"[1,000-4,999]",50,[11-499],47,[11-499],50,[11-499],56,[11-499]
37037,CHATHAM,NC,Hypertension,Urban,54,"[5,000-9,999]",53,"[1,000-4,999]",63,[500-999],48,[11-499],47,[11-499],*,*,58,[11-499]
37039,CHEROKEE,NC,Hypertension,Rural,59,"[5,000-9,999]",59,"[5,000-9,999]",73,[11-499],47,[11-499],55,[11-499],66,[11-499],42,[11-499]
37041,CHOWAN,NC,Hypertension,Rural,64,"[1,000-4,999]",60,"[1,000-4,999]",73,[500-999],*,*,44,[11-499],*,*,*,*
37043,CLAY,NC,Hypertension,Rural,59,"[1,000-4,999]",59,"[1,000-4,999]",*,*,*,*,44,[11-499],62,[11-499],*,*
37045,CLEVELAND,NC,Hypertension,Rural,63,"[10,000+]",63,"[10,000+]",67,"[1,000-4,999]",45,[11-499],51,[11-499],53,[11-499],60,[11-499]
37047,COLUMBUS,NC,Hypertension,Rural,71,"[5,000-9,999]",69,"[5,000-9,999]",75,"[1,000-4,999]",35,[11-499],60,[11-499],70,[11-499],79,[11-499]
37049,CRAVEN,NC,Hypertension,Rural,60,"[10,000+]",59,"[10,000+]",67,"[1,000-4,999]",52,[11-499],49,[11-499],50,[11-499],59,[11-499]
37051,CUMBERLAND,NC,Hypertension,Urban,64,"[10,000+]",64,"[10,000+]",65,"[10,000+]",56,[500-999],56,"[1,000-4,999]",61,[11-499],64,[11-499]
37053,CURRITUCK,NC,Hypertension,Urban,61,"[1,000-4,999]",60,"[1,000-4,999]",70,[11-499],50,[11-499],50,[11-499],*,*,58,[11-499]
37055,DARE,NC,Hypertension,Rural,54,"[5,000-9,999]",53,"[5,000-9,999]",68,[11-499],40,[11-499],41,[11-499],*,*,57,[11-499]
37057,DAVIDSON,NC,Hypertension,Rural,62,"[10,000+]",62,"[10,000+]",66,[500-999],52,[11-499],53,[11-499],55,[11-499],65,[11-499]
37059,DAVIE,NC,Hypertension,Urban,63,"[1,000-4,999]",62,"[1,000-4,999]",69,[11-499],*,*,63,[11-499],*,*,60,[11-499]
37061,DUPLIN,NC,Hypertension,Rural,68,"[5,000-9,999]",66,"[1,000-4,999]",73,"[1,000-4,999]",38,[11-499],58,[11-499],*,*,82,[11-499]
37063,DURHAM,NC,Hypertension,Urban,53,"[10,000+]",51,"[10,000+]",58,"[5,000-9,999]",45,[500-999],44,[500-999],46,[11-499],48,[11-499]
37065,EDGECOMBE,NC,Hypertension,Urban,71,"[5,000-9,999]",70,"[1,000-4,999]",73,"[1,000-4,999]",*,*,54,[11-499],*,*,73,[11-499]
37067,FORSYTH,NC,Hypertension,Urban,60,"[10,000+]",60,"[10,000+]",62,"[5,000-9,999]",48,[11-499],53,[500-999],52,[11-499],62,[11-499]
