,internet_name,internet_geo_id,internet_geo_type,internet_year,internet_date,internet_variable_code,internet_variable_label,internet_value,internet_Latitude,internet_Longitude,fips_internet_geo_id,covid_date_as_of,covid_last_week,covid_state,covid_county_name,covid_fips_county_code,covid_deaths_involving_covid_19,covid_deaths_from_all_causes,covid_Longitude,covid_Latitude
13522,"Bossier Parish, Louisiana",0500000US22015,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,24311.0,-93.59848841219181,32.6287305,22015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Bossier Parish,22015.0,79.0,780.0,-91.840238,30.921314
13527,"Taney County, Missouri",0500000US29213,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,14724.0,-93.04016827887787,36.64353,29213,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Taney County,29213.0,21.0,449.0,-92.477244,38.3675
13528,"Monroe County, Tennessee",0500000US47123,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,12263.0,-84.21445883436769,35.43899108053559,47123,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Monroe County,47123.0,15.0,385.0,-86.343226,35.842998
13529,"Salem County, New Jersey",0500000US34033,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,15640.0,-75.31492253720552,39.59196364595292,34033,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NJ,Salem County,34033.0,61.0,540.0,-74.655514,40.110253
13531,"Panola County, Mississippi",0500000US28107,county,2017,2017-12-31,B28002_013E,Households with no internet access,5455.0,-89.9593368525533,34.356181,28107,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Panola County,28107.0,12.0,214.0,-89.65344,32.713378
13533,"Spartanburg County, South Carolina",0500000US45083,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,65848.0,-81.97888410099924,34.8914145,45083,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Spartanburg County,45083.0,277.0,3075.0,-80.864614,33.878572
13534,"Faulkner County, Arkansas",0500000US05045,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,19658.0,-92.33366681340465,35.1074095,5045,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Faulkner County,5045.0,47.0,835.0,-92.439162,34.899825
13537,"Kitsap County, Washington",0500000US53035,county,2017,2017-12-31,B28002_013E,Households with no internet access,9432.0,-122.6296962393274,47.67217949758235,53035,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Kitsap County,53035.0,21.0,1618.0,-120.592492,47.411715
13538,"Peoria County, Illinois",0500000US17143,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,29140.0,-89.76930356956521,40.743187,17143,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,Peoria County,17143.0,130.0,2340.0,-89.148632,40.124144
13540,"Brunswick County, North Carolina",0500000US37019,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,16201.0,-78.24420645192913,34.1081935,37019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Brunswick County,37019.0,15.0,845.0,-79.130883,35.52603
13543,"Sandusky County, Ohio",0500000US39143,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,14384.0,-83.13084716768407,41.37451799999999,39143,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Sandusky County,39143.0,18.0,406.0,-82.70936,40.415534
13549,"Marion County, Alabama",0500000US01093,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,8196.0,-87.91820629506007,34.11842799999999,1093,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Marion County,1093.0,25.0,304.0,-86.844516,32.756889
13551,"Wharton County, Texas",0500000US48481,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,7182.0,-96.22140294952169,29.298108,48481,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Wharton County,48481.0,33.0,282.0,-99.317341,31.447238
13553,"Washington County, Alabama",0500000US01129,county,2018,2018-12-31,B28002_013E,Households with no internet access,1967.0,-88.18788835501886,31.4067535,1129,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Washington County,1129.0,10.0,99.0,-86.844516,32.756889
13562,"Boone County, Missouri",0500000US29019,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,28350.0,-92.3403275368023,38.945707,29019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Boone County,29019.0,70.0,1672.0,-92.477244,38.3675
13564,"Calaveras County, California",0500000US06009,county,2018,2018-12-31,B28002_013E,Households with no internet access,2973.0,-120.6572943557671,38.1711705,6009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Calaveras County,6009.0,11.0,288.0,-119.662127,37.211164
13575,"Hall County, Nebraska",0500000US31079,county,2018,2018-12-31,B28002_013E,Households with no internet access,4002.0,-98.50224064486119,40.871003,31079,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NE,Hall County,31079.0,42.0,419.0,-99.810595,41.527099
13576,"Saline County, Kansas",0500000US20169,county,2018,2018-12-31,B28002_013E,Households with no internet access,4072.0,-97.65014913668023,38.7836925,20169,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Saline County,20169.0,18.0,501.0,-98.38018,38.484729
13577,"Smyth County, Virginia",0500000US51173,county,2017,2017-12-31,B28002_013E,Households with no internet access,3933.0,-81.51137546798981,36.8242575,51173,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Smyth County,51173.0,11.0,265.0,-78.666382,37.510861
13589,"Washington County, Pennsylvania",0500000US42125,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,19629.0,-80.23842713732355,40.21485799999999,42125,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Washington County,42125.0,27.0,1825.0,-77.838886,40.896694
13594,"St. Tammany Parish, Louisiana",0500000US22103,county,2017,2017-12-31,B28002_013E,Households with no internet access,12242.0,-89.96265457441311,30.4314985,22103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Tammany Parish,22103.0,279.0,2222.0,-91.840238,30.921314
13598,"Calcasieu Parish, Louisiana",0500000US22019,county,2018,2018-12-31,B28002_013E,Households with no internet access,17692.0,-93.36846780243093,30.2631235,22019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Calcasieu Parish,22019.0,199.0,1778.0,-91.840238,30.921314
13600,"Morris County, New Jersey",0500000US34027,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,22800.0,-74.57171596464258,40.867158,34027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NJ,Morris County,34027.0,1000.0,4637.0,-74.655514,40.110253
13602,"George County, Mississippi",0500000US28039,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,3385.0,-88.6516750490633,30.864901534703648,28039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,George County,28039.0,10.0,177.0,-89.65344,32.713378
13605,"Armstrong County, Pennsylvania",0500000US42005,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,19189.0,-79.45344028167688,40.8439815,42005,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Armstrong County,42005.0,17.0,486.0,-77.838886,40.896694
13608,"Graham County, Arizona",0500000US04009,county,2017,2017-12-31,B28002_013E,Households with no internet access,2780.0,-109.9568709635051,33.0330225,4009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Graham County,4009.0,23.0,237.0,-111.664616,34.293239
13610,"Arapahoe County, Colorado",0500000US08005,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,56802.0,-104.2858795151363,39.649608,8005,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CO,Arapahoe County,8005.0,427.0,3730.0,-105.547832,38.998552
13611,"Ottawa County, Michigan",0500000US26139,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,25806.0,-86.0055415187,42.98561895604885,26139,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Ottawa County,26139.0,47.0,1513.0,-85.730977,44.874798
13613,"Washington County, Virginia",0500000US51191,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7671.0,-81.95603427654122,36.761016,51191,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Washington County,51191.0,32.0,535.0,-78.666382,37.510861
13615,"Nicollet County, Minnesota",0500000US27103,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,3514.0,-94.20484733751496,44.3054735,27103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Nicollet County,27103.0,13.0,139.0,-94.198308,46.349153
13619,"Alexandria city, Virginia",0500000US51510,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,16432.0,-77.09044414385674,38.81490399715635,51510,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Alexandria city,51510.0,103.0,718.0,-78.666382,37.510861
13623,"Lake County, Ohio",0500000US39085,county,2017,2017-12-31,B28002_013E,Households with no internet access,14219.0,-81.24235429975326,41.71072583746709,39085,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Lake County,39085.0,50.0,1576.0,-82.70936,40.415534
13625,"Berrien County, Georgia",0500000US13019,county,2017,2017-12-31,B28002_013E,Households with no internet access,2534.0,-83.19329974164572,31.2507935,13019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Berrien County,13019.0,10.0,121.0,-83.426574,32.638481
13627,"Apache County, Arizona",0500000US04001,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,14758.0,-109.4449001484333,35.23660049452725,4001,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Apache County,4001.0,42.0,421.0,-111.664616,34.293239
13629,"Augusta County, Virginia",0500000US51015,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6260.0,-79.30652806715145,38.17976236737206,51015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Augusta County,51015.0,18.0,706.0,-78.666382,37.510861
13635,"Orange County, Texas",0500000US48361,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,11759.0,-93.87483809925797,30.0549945,48361,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Orange County,48361.0,10.0,452.0,-99.317341,31.447238
13640,"Delaware County, Indiana",0500000US18035,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,23018.0,-85.39648684589727,40.22692549999999,18035,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Delaware County,18035.0,85.0,1212.0,-86.2818,39.919991
13641,"Elkhart County, Indiana",0500000US18039,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,38669.0,-85.85846934852505,41.5974655,18039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Elkhart County,18039.0,145.0,1456.0,-86.2818,39.919991
13644,"Delaware County, Iowa",0500000US19055,county,2017,2017-12-31,B28002_013E,Households with no internet access,1399.0,-91.36969806875442,42.4702685,19055,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Delaware County,19055.0,15.0,126.0,-93.500061,42.074659
13645,"Shawnee County, Kansas",0500000US20177,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,42515.0,-95.72408934530358,39.0402575,20177,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Shawnee County,20177.0,87.0,1765.0,-98.38018,38.484729
13646,"St. Landry Parish, Louisiana",0500000US22097,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,23530.0,-91.98281814501792,30.58016,22097,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Landry Parish,22097.0,115.0,791.0,-91.840238,30.921314
13649,"Madison County, Nebraska",0500000US31119,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,7436.0,-97.60073047452758,41.916645,31119,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NE,Madison County,31119.0,12.0,306.0,-99.810595,41.527099
13652,"Wasco County, Oregon",0500000US41065,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,3392.0,-121.2524196748139,45.26255048344589,41065,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Wasco County,41065.0,13.0,239.0,-120.605279,43.940449
13653,"Wharton County, Texas",0500000US48481,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,9080.0,-96.22140294952169,29.298108,48481,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Wharton County,48481.0,33.0,282.0,-99.317341,31.447238
13655,"Franklin city, Virginia",0500000US51620,county,2017,2017-12-31,B28002_013E,Households with no internet access,974.0,-76.93265061887598,36.677037,51620,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Franklin city,51620.0,28.0,135.0,-78.666382,37.510861
13664,"Stark County, Ohio",0500000US39151,county,2018,2018-12-31,B28002_013E,Households with no internet access,24173.0,-81.3674329762832,40.80972199999999,39151,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Stark County,39151.0,205.0,3607.0,-82.70936,40.415534
13665,"Camden County, Georgia",0500000US13039,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,8503.0,-81.65284433946731,30.93772170421328,13039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Camden County,13039.0,10.0,224.0,-83.426574,32.638481
13666,"Sumner County, Tennessee",0500000US47165,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,16833.0,-86.47276518651756,36.44818193988615,47165,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Sumner County,47165.0,110.0,1278.0,-86.343226,35.842998
13667,"Washington County, Iowa",0500000US19183,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,2021.0,-91.71566294729911,41.32231349999999,19183,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Washington County,19183.0,11.0,177.0,-93.500061,42.074659
13671,"Richland County, Ohio",0500000US39139,county,2017,2017-12-31,B28002_013E,Households with no internet access,11482.0,-82.55244915728832,40.774058,39139,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Richland County,39139.0,23.0,1096.0,-82.70936,40.415534
13672,"Reno County, Kansas",0500000US20155,county,2017,2017-12-31,B28002_013E,Households with no internet access,5149.0,-98.08703907973091,37.94825899999999,20155,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Reno County,20155.0,17.0,571.0,-98.38018,38.484729
13675,"Moore County, North Carolina",0500000US37125,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,12380.0,-79.46229108726415,35.27861,37125,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Moore County,37125.0,53.0,898.0,-79.130883,35.52603
13678,"Washington County, Minnesota",0500000US27163,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,11666.0,-92.87349766498185,45.02150991700023,27163,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Washington County,27163.0,45.0,1170.0,-94.198308,46.349153
13681,"Sussex County, Delaware",0500000US10005,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,25479.0,-75.3932404497072,38.70634822183148,10005,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,DE,Sussex County,10005.0,197.0,2080.0,-75.452394,38.994926
13685,"Clay County, Minnesota",0500000US27027,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6828.0,-96.47303890858109,46.89064299509894,27027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Clay County,27027.0,27.0,250.0,-94.198308,46.349153
13688,"Lawrence County, Mississippi",0500000US28077,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,2444.0,-90.1102637983575,31.535629,28077,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Lawrence County,28077.0,10.0,106.0,-89.65344,32.713378
13689,"McLennan County, Texas",0500000US48309,county,2018,2018-12-31,B28002_013E,Households with no internet access,17255.0,-97.20611741834418,31.559301,48309,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,McLennan County,48309.0,161.0,2099.0,-99.317341,31.447238
13691,"Sandusky County, Ohio",0500000US39143,county,2018,2018-12-31,B28002_013E,Households with no internet access,4794.0,-83.13084716768407,41.37451799999999,39143,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Sandusky County,39143.0,18.0,406.0,-82.70936,40.415534
13694,"Bowie County, Texas",0500000US48037,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,15158.0,-94.3949113909521,33.4799180074834,48037,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Bowie County,48037.0,119.0,1226.0,-99.317341,31.447238
13698,"Vigo County, Indiana",0500000US18167,county,2017,2017-12-31,B28002_013E,Households with no internet access,9520.0,-87.38545243174906,39.434692,18167,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Vigo County,18167.0,69.0,1134.0,-86.2818,39.919991
13702,"Marathon County, Wisconsin",0500000US55073,county,2018,2018-12-31,B28002_013E,Households with no internet access,8971.0,-89.76947347094608,44.89719818906182,55073,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Marathon County,55073.0,69.0,1183.0,-89.732969,44.639954
13703,"Iberia Parish, Louisiana",0500000US22045,county,2017,2017-12-31,B28002_013E,Households with no internet access,7398.0,-91.8130963446801,29.9251495,22045,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Iberia Parish,22045.0,61.0,620.0,-91.840238,30.921314
13705,"Fond du Lac County, Wisconsin",0500000US55039,county,2018,2018-12-31,B28002_013E,Households with no internet access,6805.0,-88.52288920476781,43.74446833516353,55039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Fond du Lac County,55039.0,24.0,789.0,-89.732969,44.639954
13706,"Newton County, Arkansas",0500000US05101,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,2612.0,-93.21485683038073,35.9247115,5101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Newton County,5101.0,13.0,80.0,-92.439162,34.899825
13709,"Colquitt County, Georgia",0500000US13071,county,2017,2017-12-31,B28002_013E,Households with no internet access,4575.0,-83.77023619224255,31.180258,13071,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Colquitt County,13071.0,47.0,458.0,-83.426574,32.638481
13710,"Gallia County, Ohio",0500000US39053,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6608.0,-82.38717217213039,38.8119125,39053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Gallia County,39053.0,18.0,305.0,-82.70936,40.415534
13711,"Stanislaus County, California",0500000US06099,county,2017,2017-12-31,B28002_013E,Households with no internet access,30506.0,-120.8727666891445,37.6131835,6099,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Stanislaus County,6099.0,504.0,4399.0,-119.662127,37.211164
13714,"Linn County, Oregon",0500000US41043,county,2017,2017-12-31,B28002_013E,Households with no internet access,7887.0,-122.5253415613706,44.49735478462907,41043,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Linn County,41043.0,16.0,1058.0,-120.605279,43.940449
13715,"Morris County, New Jersey",0500000US34027,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,110520.0,-74.57171596464258,40.867158,34027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NJ,Morris County,34027.0,1000.0,4637.0,-74.655514,40.110253
13717,"Franklin County, Alabama",0500000US01059,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7175.0,-87.84411404318926,34.4502079886497,1059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Franklin County,1059.0,13.0,229.0,-86.844516,32.756889
13718,"Navarro County, Texas",0500000US48349,county,2017,2017-12-31,B28002_013E,Households with no internet access,4371.0,-96.47541451219709,32.0624275,48349,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Navarro County,48349.0,20.0,356.0,-99.317341,31.447238
13719,"Berkeley County, South Carolina",0500000US45015,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,24936.0,-79.91053951961814,33.16346,45015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Berkeley County,45015.0,54.0,1133.0,-80.864614,33.878572
13720,"Early County, Georgia",0500000US13099,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,2773.0,-84.86560859361896,31.29554,13099,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Early County,13099.0,14.0,103.0,-83.426574,32.638481
13724,"Waldo County, Maine",0500000US23027,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,5495.0,-69.09558405567036,44.5023995,23027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,ME,Waldo County,23027.0,16.0,236.0,-69.06137,45.117911
13725,"Sumner County, Tennessee",0500000US47165,county,2017,2017-12-31,B28002_013E,Households with no internet access,9940.0,-86.47276518651756,36.44818193988615,47165,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TN,Sumner County,47165.0,110.0,1278.0,-86.343226,35.842998
13726,"Orange County, North Carolina",0500000US37135,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,27242.0,-79.12239030221508,36.0525865,37135,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Orange County,37135.0,78.0,925.0,-79.130883,35.52603
13727,"Midland County, Michigan",0500000US26111,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,19913.0,-84.38751769286245,43.6476165,26111,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Midland County,26111.0,15.0,751.0,-85.730977,44.874798
13730,"Knox County, Indiana",0500000US18083,county,2018,2018-12-31,B28002_013E,Households with no internet access,3096.0,-87.42976470700982,38.6610515,18083,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Knox County,18083.0,27.0,387.0,-86.2818,39.919991
13735,"York County, Pennsylvania",0500000US42133,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,99386.0,-76.7421370159053,39.9716295,42133,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,York County,42133.0,206.0,3405.0,-77.838886,40.896694
13736,"Rensselaer County, New York",0500000US36083,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,18459.0,-73.48951948073649,42.71373,36083,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Rensselaer County,36083.0,43.0,1141.0,-75.59655,42.921241
13739,"Walker County, Texas",0500000US48471,county,2017,2017-12-31,B28002_013E,Households with no internet access,4525.0,-95.5932494067925,30.78846,48471,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Walker County,48471.0,27.0,370.0,-99.317341,31.447238
13740,"Chester County, Pennsylvania",0500000US42029,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,34446.0,-75.71395812031326,39.9787345,42029,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Chester County,42029.0,431.0,3550.0,-77.838886,40.896694
13741,"Southampton County, Virginia",0500000US51175,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,1948.0,-77.09710848370733,36.77017499999999,51175,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Southampton County,51175.0,13.0,106.0,-78.666382,37.510861
13742,"Lake County, California",0500000US06033,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,13224.0,-122.7936948343229,39.1234445,6033,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Lake County,6033.0,14.0,495.0,-119.662127,37.211164
13743,"Brown County, Texas",0500000US48049,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,9579.0,-98.95983945076436,31.7718075,48049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Brown County,48049.0,30.0,399.0,-99.317341,31.447238
13745,"Morgan County, Indiana",0500000US18109,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,15864.0,-86.46936865428776,39.48677,18109,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Morgan County,18109.0,35.0,423.0,-86.2818,39.919991
13747,"New Haven County, Connecticut",0500000US09009,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,199226.0,-72.90785327326553,41.4066195,9009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CT,New Haven County,9009.0,1106.0,6945.0,-72.738288,41.575155
13748,"Seward County, Kansas",0500000US20175,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,3309.0,-100.8514692952956,37.1845885,20175,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Seward County,20175.0,14.0,114.0,-98.38018,38.484729
13749,"Howard County, Maryland",0500000US24027,county,2017,2017-12-31,B28002_013E,Households with no internet access,5796.0,-76.89247634982212,39.23547677117028,24027,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MD,Howard County,24027.0,100.0,1440.0,-76.687282,38.946466
13750,"Marion County, South Carolina",0500000US45067,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,7534.0,-79.42245221525793,33.9975855,45067,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Marion County,45067.0,17.0,240.0,-80.864614,33.878572
13752,"Granville County, North Carolina",0500000US37077,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7982.0,-78.65523046780618,36.288326,37077,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Granville County,37077.0,13.0,303.0,-79.130883,35.52603
13753,"Crawford County, Kansas",0500000US20037,county,2017,2017-12-31,B28002_013E,Households with no internet access,3589.0,-94.85254251125635,37.49924126582169,20037,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Crawford County,20037.0,12.0,345.0,-98.38018,38.484729
13754,"Travis County, Texas",0500000US48453,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,159948.0,-97.78100451531259,30.3343795,48453,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Travis County,48453.0,532.0,5645.0,-99.317341,31.447238
13755,"Kay County, Oklahoma",0500000US40071,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,11422.0,-97.10737688041434,36.7964315,40071,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Kay County,40071.0,11.0,325.0,-97.508297,35.583449
13756,"Franklin County, Iowa",0500000US19069,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,1289.0,-93.26238067325224,42.73822699999999,19069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Franklin County,19069.0,10.0,83.0,-93.500061,42.074659
13758,"Paulding County, Georgia",0500000US13223,county,2018,2018-12-31,B28002_013E,Households with no internet access,5337.0,-84.88701687397923,33.919611,13223,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Paulding County,13223.0,38.0,620.0,-83.426574,32.638481
13760,"Nicollet County, Minnesota",0500000US27103,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,6976.0,-94.20484733751496,44.3054735,27103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Nicollet County,27103.0,13.0,139.0,-94.198308,46.349153
13762,"Lamar County, Georgia",0500000US13171,county,2017,2017-12-31,B28002_013E,Households with no internet access,1722.0,-84.14528081770729,33.070656,13171,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Lamar County,13171.0,14.0,116.0,-83.426574,32.638481
13766,"Wood County, West Virginia",0500000US54107,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,22379.0,-81.5056612681932,39.21798507979069,54107,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WV,Wood County,54107.0,11.0,755.0,-80.613729,38.642579
13769,"Goodhue County, Minnesota",0500000US27049,county,2018,2018-12-31,B28002_013E,Households with no internet access,2868.0,-92.73488823609097,44.45434821015815,27049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Goodhue County,27049.0,10.0,361.0,-94.198308,46.349153
